id,nombre,popularity,artista,pais,genero
376,Love Of Mine,0,Imagine Dragons,RO,NULL
377,Sper Ca Esti Bine,52,Sami G,RO,NULL
378,Don't Play by the Rules,3,"D.T.E, PREZIOSO",RO,NULL
379,Păi naa,53,"Babasha, Ministerul Manelelor",RO,NULL
380,Playa (feat. Ella Bands),0,"A Boogie Wit da Hoodie, Ella Bands",RO,NULL
381,Jenifer buci de fier,51,Raihold,RO,NULL
382,Family Feud - Live at The Ford,2,FINNEAS,RO,NULL
383,El chapo,52,Dani Mocanu,RO,NULL
384,04:30,7,"Haze, Mucco",RO,NULL
385,Diss Music Romania,51,Dani Mocanu,RO,NULL
386,Riches Wii a Pree,0,"Teejay, Inner Circle",RO,NULL
387,Who,82,Jimin,RO,homosexual
388,Gyal Dem Time (feat. Teejay),0,"Shaggy, Teejay",RO,NULL
389,Who,82,Jimin,RO,homosexual
390,Delli (feat. Adel),0,"Ricky Rich, Adel",RO,NULL
391,Who,82,Jimin,RO,homosexual
392,Bank of Wildflowers (feat. Georgia),0,"William Orbit, Georgia",RO,NULL
393,REGINA,50,NOUA UNSPE,RO,NULL
394,Party Jumpin’,2,"Jamie Brown, Marshmello",RO,NULL
395,Merhaba (Stil Turcesc),51,"Denis Ramniceanu, Ministerul Manelelor",RO,NULL
396,Tuck Your Chain,0,"Money Man, Danny Towers",RO,NULL
397,ParisLove,62,FORTUNA 812,UA,NULL
398,That’s So True - Live From Radio City Music Hall,20,Gracie Abrams,UA,NULL
399,Кульбаби,55,Тоня Матвієнко,UA,NULL
400,Hurt,12,OneRepublic,UA,NULL
401,Касета,56,SadSvit,UA,coldwave
